token,term_freq,doc_freq,category,canonical_form
지속,254,206,,
제한,254,213,,
무늬,254,208,,
올스타,254,230,,
레터,254,205,,
위시,254,228,,
하자,254,191,,
야외,253,231,,
등장,253,207,,
셔터,253,211,,
스타일리스트,253,234,,
아크네 스튜디오,253,208,,
어반스터프,253,239,,
수령,253,229,,
price,253,242,,
숄,252,216,,
떠그,252,197,,
샴브레이,252,193,,
디트로이트,252,188,,
스콧,252,220,,
강아지,252,219,,
촌,252,233,,
헤릴,252,186,,
그동안,251,247,,
콘,251,212,,
빨강,251,213,,
화이팅,251,249,,
mjd,251,227,,
성격,250,210,,
마실,250,243,,
락스,250,199,,
free,249,191,,
쉘,249,206,,
목록,249,220,,
베트남,249,211,,
cafe.naver.com,249,152,,
눈물,249,236,,
잠실,249,215,,
소버먼트,249,220,,
our,248,172,,
형식,248,228,,
퀼팅,248,190,,
혀,248,211,,
코듀로,248,214,,
대학교,248,192,,
편의점,248,213,,
시부야,248,177,,
측면,247,224,,
경기,247,186,,
노란색,247,222,,
지출,247,231,,
프릭스,247,200,,
초어,246,197,,
이외,246,233,,
노트북,246,205,,
빨래,246,212,,
로프,246,205,,
본디,246,207,,
ysl,246,74,,
jeans,245,166,,
페이퍼,245,208,,
asics,245,207,,
엄브로,245,201,,
챙,245,188,,
메종 마르지엘라,245,213,,
dp,245,195,,
이태원,245,192,,
웰,245,204,,
에씰미,245,210,,
지난번,245,232,,
나시,245,205,,
베이,244,198,,
이사,244,186,,
미즈노,244,194,,
억,244,132,,
검정색,244,238,,
마르니,244,210,,
그랑,244,223,,
저지,243,193,,
가로수길,243,204,,
루프,243,179,,
mmlg,243,204,,
구조,242,195,,
버킷,242,222,,
커뮤니티,242,191,,
코인,242,207,,
당일,242,206,,
탓,242,220,,
비밀,241,220,,
쿠션,241,196,,
단종,241,219,,
리트리버,241,236,,
coat,240,163,,
짭,240,200,,
아무것,240,232,,
불안,240,208,,
헨리넥,240,201,,
데케트,240,229,,
지향,239,214,,
인더로우,239,215,,
세련,239,213,,
수입,239,204,,
visvim,239,40,,
의심,239,212,,
포스트,239,181,,
애습,238,205,,
레이블,238,195,,
oz,238,183,,
엠씨,238,204,,
클론,238,218,,
영하,238,224,,
발가락,238,207,,
후브스,238,206,,
shirts,237,173,,
조명,237,205,,
way,237,180,,
카시,237,212,,
사무실,237,214,,
끼,237,228,,
멀티,236,198,,
헤드폰,236,209,,
한글,236,220,,
순,236,217,,
전문가,235,196,,
피셔,235,174,,
비즈비,235,146,,
컴피쿠시,235,204,,
스튜어트,235,216,,
등급,235,192,,
youth,234,178,,
브레이커,234,205,,
등록,234,178,,
랜,234,200,,
converse,234,143,,
브로,234,179,,
로얄,234,206,,
관,234,202,,
량,234,182,,
공연,234,138,,
리뉴얼,233,183,,
블리치,233,178,,
고리,233,191,,
아시,233,233,,
방지,233,210,,
용기,233,219,,
양해,233,230,,
왕발,232,216,,
희,232,205,,
변색,232,190,,
la,231,116,,
종아리,231,194,,
brown,231,178,,
피렌체,231,201,,
벌룬,231,204,,
매스노운,231,220,,
웍스,230,202,,
레몬,230,180,,
똥,230,211,,
맥주,230,192,,
마샬,230,206,,
요것,230,209,,
서촌,230,183,,
공항,230,170,,
원더,229,172,,
leather,229,167,,
메뉴,229,189,,
의문,229,218,,
중순,229,213,,
세탁소,229,212,,
보정,229,201,,
센트,229,216,,
뉴스보이,229,151,,
no,228,160,,
포근,228,204,,
coor,228,153,,
베드,228,187,,
완,228,206,,
선착순,228,215,,
체격,228,215,,
출장,228,196,,
prtprt,228,199,,
수집,227,165,,
상징,227,170,,
to,227,139,,
독,227,183,,
고스트,227,203,,
보라색,227,199,,
상하,227,219,,
ourpas,227,120,,
탄,226,192,,
비전,226,181,,
감동,226,199,,
마뚜루,226,221,,
한참,226,220,,
스텝,226,191,,
웜,226,201,,
의뢰인,226,20,,
주제,225,175,,
오랫동안,225,215,,
주류,225,197,,
적절,225,203,,
웨일즈보너,225,179,,
무시,225,214,,
수원,225,154,,
미카엘,225,168,,
데밀,225,173,,
장식,224,165,,
윈,224,190,,
로어링라드,224,190,,
베어,224,162,,
디깅,224,210,,
법률,224,38,,
현상,223,187,,
카키스,223,180,,
기업,223,165,,
보호,223,118,,
합격,223,196,,
궁합,223,197,,
시선,222,210,,
록,222,167,,
balance,222,163,,
주인공,222,177,,
세로,222,177,,
마리아,222,169,,
보테,222,202,,
지난주,222,216,,
드레서,222,166,,
선수,221,160,,
헌팅,221,186,,
직전,221,215,,
트라우저,221,180,,
마라,221,206,,
큰일,221,215,,
페,221,210,,
타일,220,188,,
트루,220,133,,
뀨웃,220,217,,
스트레이트핏,220,206,,
스탠스,220,130,,
길거리,219,196,,
혼,219,201,,
트렌치코트,219,179,,
이곳,219,144,,
cdg,219,187,,
저기,219,209,,
적응,219,209,,
무탠,219,200,,
마련,218,194,,
호주,218,144,,
인도,218,187,,
벌룬핏,218,186,,
고등학생,218,215,,
하라주쿠,218,137,,
eql,218,188,,
이염,218,200,,
스노우,218,170,,
익스프레스,218,188,,
상상,217,200,,
코팅,217,173,,
퓨어,217,167,,
브이넥,217,179,,
작,217,186,,
대지,217,161,,
아무,217,210,,
죽,217,183,,
토이즈맥코이,217,181,,
환경,216,171,,
식사,216,176,,
눈길,216,208,,
스미스,216,176,,
다트,216,164,,
리세,216,210,,
누님,216,208,,
캐시,216,159,,
정지,215,194,,
밀텍,215,159,,
개발,214,168,,
cotton,214,169,,
트렌치,214,172,,
써저리,214,186,,
재스퍼,214,181,,
램,214,172,,
역대,214,193,,
절차,214,72,,
언어펙티드,213,179,,
건지울른스,213,194,,
하드,213,189,,
유핑,213,204,,
다이소,213,196,,
리끌로우,213,203,,
스피드,212,189,,
이탈리아,212,161,,
바이커,212,159,,
헤드,212,148,,
잎,212,190,,
단계,212,147,,
녹색,212,186,,
슈가,212,159,,
작가,211,178,,
시점,211,196,,
인정,211,193,,
지하,211,168,,
스페이스,211,172,,
브로치,211,169,,
썸,211,164,,
특가,211,186,,
down,210,133,,
성장,210,165,,
익숙,210,195,,
겉감,210,174,,
신규,210,179,,
핸드폰,210,185,,
츄리닝,210,193,,
주황색,210,188,,
냥,210,178,,
상남자,210,193,,
애초,210,202,,
리프로덕션,210,189,,
뻣뻣,210,196,,
제품군,209,170,,
운전,209,174,,
클라우드,209,172,,
주우재,209,194,,
예민,209,198,,
땜,209,205,,
abc,209,185,,
up,209,179,,
mmw,209,174,,
리테일,209,189,,
tshirt,209,76,,
계속,208,169,,
공정,208,98,,
결합,208,174,,
연결,208,184,,
옥,208,170,,
단화,208,184,,
떡,208,187,,
근무,208,165,,
요약,208,165,,
주일,208,201,,
병원,208,169,,
소노마,208,186,,
아쉬움,208,197,,
감각,207,184,,
페이드,207,192,,
체,207,198,,
월급,207,195,,
출고,207,164,,
약,207,163,,
노랑,207,183,,
살로,207,197,,
고기,207,171,,
소신,206,177,,
현장,206,172,,
혜택,206,155,,
legacy,206,154,,
블레이져,206,174,,
앞쪽,206,189,,
입대,206,180,,
카고팬츠,206,199,,
티씨,206,182,,
전달,205,174,,
is,205,171,,
사계절,205,189,,
나무,205,176,,
레이싱,205,156,,
클라인,205,191,,
영업,205,152,,
수요일,205,187,,
압도,205,197,,
기술,204,154,,
철,204,173,,
office,204,149,,
만족감,204,189,,
본격,204,192,,
긴자,204,128,,
패드,204,172,,
csc,204,158,,
실수,204,188,,
코오롱,204,165,,
네이션,204,186,,
로크,204,133,,
프레임,203,155,,
가로,203,163,,
레이스,203,161,,
딱딱,203,188,,
확정,203,173,,
미용실,203,166,,
미드나잇,203,177,,
tngt,203,177,,
매너,203,183,,
샌더스,203,124,,
장인,202,147,,
대안,202,194,,
매니아,202,188,,
기사,202,162,,
목요일,202,185,,
store,202,128,,
미하라,202,190,,
네스,202,158,,
헌터,202,152,,
화요일,202,192,,
아무거,202,202,,
로키,202,166,,
트레이너,202,169,,
슈포스,202,181,,
고아캐드,202,175,,
헬스장,202,173,,
무브,202,184,,
퍼머넌트,202,170,,
satur,201,132,,
핀,201,176,,
킴,201,155,,
헬멧,201,146,,
이랑,201,196,,
셀프,201,185,,
개파카,201,172,,
바이크,200,166,,
한정판,200,169,,
초콜릿,200,158,,
딜,200,172,,
치프,200,156,,
블러,200,172,,
르아브,199,156,,
낭만,199,182,,
필름,199,142,,
반응,199,189,,
쓰리,199,158,,
복귀,199,184,,
퓨마,199,177,,
갑,199,180,,
유광,199,171,,
aeae,199,180,,
에이지,199,171,,
집중,198,184,,
쇼트,198,161,,
멕시코,198,158,,
소송,198,36,,
구형,198,122,,
비커,198,176,,
wmc,198,162,,
반영,197,161,,
모티브,197,176,,
변형,197,172,,
샌프란시스코,197,43,,
스모크,197,175,,
방울,197,173,,
이내,197,157,,
방출,197,164,,
식스,197,178,,
브랜즈,197,164,,
archive,196,160,,
에르메스,196,159,,
각인,196,161,,
통장,196,177,,
돼지,196,182,,
캘빈,196,176,,
햄,196,180,,
유로,196,134,,
김정현,196,196,,
쏘유레슈어,196,186,,
summer,195,154,,
factory,195,175,,
보급,195,88,,
maison,195,141,,
듀테로,195,172,,
여성분,195,185,,
투시,195,179,,
뿔,195,146,,
환,195,175,,
카피,195,102,,
지플리시,195,181,,
샴브,195,169,,
모던,194,178,,
블론드,194,174,,
측정,194,158,,
총알,194,189,,
여,194,189,,
포즈,194,184,,
인천,194,123,,
울프,194,163,,
체결,194,152,,
매니저,194,156,,
우스,194,168,,
쫀쫀,194,174,,
뒷모습,194,158,,
까르띠에,194,146,,
소프트,193,165,,
개봉,193,176,,
라운지,193,156,,
gray,193,151,,
소개팅,193,149,,
아디매틱,193,171,,
미디엄,193,157,,
재산,193,46,,
전통,192,123,,
중심,192,155,,
타이핑,192,151,,
떄,192,169,,
져지,192,163,,
빅샷,192,168,,
look,192,125,,
미래,191,148,,
컵,191,170,,
축,191,166,,
채널,190,166,,
풍성,190,161,,
파티,190,155,,
표시,190,159,,
스팟,190,163,,
노아,190,100,,
연,190,183,,
라퍼지스토어,190,187,,
최저,190,178,,
모음,190,178,,
에,189,170,,
서브,189,166,,
스프레이,189,140,,
양가죽,189,156,,
랭,189,158,,
마땅,189,189,,
깡패,189,181,,
젠틀몬스터,189,180,,
fit,189,152,,
해군,188,131,,
피어,188,119,,
부스,188,161,,
이득,188,177,,
미안,188,164,,
여부,188,167,,
단위,188,162,,
한파,188,171,,
토우토우,188,174,,
투박,187,173,,
적합,187,177,,
shop,187,158,,
칠,187,164,,
피티,187,163,,
어웨이,187,177,,
첫날,187,176,,
보스,187,156,,
보고,187,182,,
르아르,187,172,,
bk,187,148,,
차분,186,174,,
화보,186,156,,
깨끗,186,170,,
시어서커,186,146,,
플랫,186,155,,
막,186,170,,
as,186,127,,
개선,186,160,,
마이너스,186,157,,
잠옷,186,165,,
beige,186,136,,
헬,186,164,,
캐리어,186,155,,
폴라,186,169,,
롤렉스,186,141,,
경주,186,130,,
네이버 웹툰,186,118,,
parka,185,131,,
뒤쪽,185,167,,
아기,185,141,,
카톡,185,166,,
추,185,177,,
중복,185,167,,
세븐피겨스,185,125,,
네이머클로딩,184,144,,
추후,184,173,,
표정,184,171,,
대단,184,175,,
구매자,184,142,,
지성,184,178,,
칭찬,184,177,,
몸통,184,163,,
이태리,184,143,,
다트포드,184,157,,
안정,183,157,,
one,183,154,,
독일,183,161,,
바라크,183,164,,
세븐,183,153,,
원피스,183,147,,
어른,183,140,,
발라,183,168,,
하얀색,183,173,,
드라마,183,144,,
짝,183,158,,
당,183,167,,
오일,183,148,,
오피,183,130,,
벨벳,182,147,,
사자,182,172,,
에어로,182,100,,
오베이,182,170,,
숨,182,167,,
컬티즘,182,122,,
데이비스,182,149,,
llud,182,169,,
빈폴,182,152,,
세인트 미카엘,182,87,,
위트,181,159,,
역할,181,129,,
감정,181,109,,
levi,181,98,,
프레스,181,136,,
미만,181,176,,
이드,181,158,,
지식,181,157,,
반값,181,171,,
접수,181,94,,
정석,181,173,,
팀버,181,148,,
화장실,181,169,,
이예,181,149,,
hbt,181,123,,
완성도,180,166,,
에잇세컨즈,180,170,,
흥미,180,161,,
핏더팬,180,175,,
장발,180,147,,
피자,180,138,,
이날,180,150,,
오타,180,133,,
oco,180,124,,
캐릭터,179,146,,
리프,179,142,,
엑,179,156,,
상단,179,163,,
캣,179,163,,
대형,179,150,,
뉴진스,179,128,,
리엘,179,165,,
당연,179,173,,
둘째,179,164,,
팔로우,179,154,,
정답,179,161,,
위스키,179,148,,
논노,179,158,,
로헤이드,179,174,,
장르,178,128,,
섬,178,131,,
light,178,138,,
크랙,178,152,,
찰나,178,173,,
페니로퍼,178,140,,
볼륨,178,147,,
루즈핏,178,154,,
테크,178,142,,
정식,178,165,,
카네이테이,178,163,,
코코,178,154,,
테이퍼드,178,167,,
밋밋,178,168,,
구김,178,151,,
육아,178,139,,
환율,178,166,,
브레이크,178,157,,
월스,178,166,,
나고야,178,110,,
힙합,177,154,,
초기,177,135,,
삿포로,177,115,,
킬로,177,140,,
케일,177,140,,
경조사,177,157,,
짓,177,168,,
흔,177,170,,
힐링,177,168,,
nrg,177,139,,
벨룻,177,174,,
호카오네오네,177,166,,
띠어리,177,119,,
라이,177,155,,
오더플리즈,177,170,,
설립,176,140,,
내외,176,160,,
inner,176,92,,
사전,176,147,,
테니스,176,111,,
자전거,176,133,,
업무,176,143,,
페이크,176,158,,
미술관,176,138,,
스마트,176,154,,
스푼,176,162,,
먹,176,163,,
고고,176,162,,
겨드랑이,176,148,,
비즈니스,175,145,,
런칭,175,140,,
특정,175,160,,
정면,175,154,,
규모,175,118,,
근래,175,169,,
파이브,175,145,,
ssrl,175,169,,
넥스트,175,152,,
newbalance,174,163,,
페니,174,150,,
사선,174,155,,
근육,174,157,,
타미 힐피거,174,163,,
피지컬,174,165,,
사과,174,136,,
요놈,174,168,,
하객,174,154,,
찬물,174,159,,
kapital,174,102,,
어나더오피스,174,136,,
jwa,174,138,,
소중,173,161,,
플래그,173,139,,
위아래,173,169,,
리버시블,173,142,,
지급,173,141,,
락시크,173,156,,
고온,173,110,,
내역,173,129,,
메르고,173,138,,
제안,172,144,,
세월,172,157,,
매출,172,44,,
부위,172,146,,
하와이,172,121,,
컨디션,172,152,,
vest,172,123,,
비루,172,166,,
서포터즈,172,130,,
with,171,133,,
ourlegacy,171,120,,
제조,171,123,,
우마뭉,171,155,,
샤넬,171,134,,
골든,171,134,,
짤,171,157,,
이베이,171,142,,
창고,170,154,,
헬리,170,136,,
리츠,170,154,,
응원,170,158,,
데저트,170,147,,
래,170,150,,
아이비,170,128,,
반디,170,153,,
매쉬,170,145,,
시세,170,151,,
예루살렘,170,145,,
구이디,170,148,,
전생,170,158,,
알파카,170,128,,
헤리,170,135,,
zip,169,145,,
neck,169,86,,
러버,169,132,,
유튭,169,162,,
난리,169,159,,
다음날,169,161,,
메리,168,150,,
피크,168,126,,
한남,168,146,,
로아,168,139,,
인솔,168,134,,
수제,168,153,,
악세,168,167,,
hat,168,137,,
매거진,167,123,,
iey,167,151,,
닭,167,135,,
월스와일,167,154,,
하루타,167,153,,
각종,167,147,,
아이패드,167,136,,
유료,167,116,,
자동,167,149,,
학년,167,112,,
녹,167,141,,
가정,166,150,,
태그,166,131,,
소문,166,155,,
미하라야스히,166,150,,
클리어,166,146,,
그리드,166,155,,
인디,166,145,,
웨스,166,93,,
ssy,166,158,,
샴브레,166,146,,
용품,165,139,,
카야노,165,139,,
수염,165,130,,
휴일,165,149,,
다이아몬드,165,148,,
오니츠카타이거,165,162,,
대화,165,140,,
옥스퍼드,165,150,,
얄쌍,165,155,,
그랜드,165,137,,
적립,165,134,,
환생,165,149,,
컨트리,165,115,,
green,164,137,,
전용,164,152,,
와,164,155,,
충,164,149,,
탱크,164,136,,
잠바,164,137,,
목포,164,150,,
애기,164,151,,
tee,164,141,,
레코드,164,148,,
apc,164,155,,
마카,164,118,,
랜덤 워크,164,132,,
cosstores,164,46,,
for,163,118,,
거주,163,150,,
인식,163,139,,
color,163,107,,
실사,163,123,,
전국,163,135,,
리넨,163,129,,
윤,163,141,,
모스,163,141,,
압박,163,137,,
z,163,122,,
스텐,163,142,,
수피마,163,115,,
indigo,163,116,,
라멘,163,117,,
욕구,162,151,,
천연,162,119,,
웹,162,142,,
드롭,162,133,,
피스워커,162,159,,
라펠,162,114,,
트로피,162,134,,
보트,162,135,,
외국,162,147,,
홍보,162,102,,
합정,162,140,,
socks,162,157,,
위반,162,159,,
watch,161,86,,
페리,161,120,,
붐,161,144,,
땅,161,137,,
스타더스트,161,137,,
구이,161,142,,
끌,161,154,,
선정,160,142,,
카이,160,142,,
네임,160,137,,
위크,160,134,,
라이너,160,113,,
비치,160,98,,
롯데월드,160,135,,
명작,160,148,,
소량,160,148,,
유니버시티,160,148,,
욕,160,152,,
ml,160,104,,
도프제이슨,160,158,,
리트,160,122,,
최초,159,136,,
남성복,159,125,,
paf,159,104,,
신주쿠,159,100,,
요지,159,134,,
남색,159,144,,
연차,159,150,,
날짜,159,120,,
피드,159,145,,
셀러,159,124,,
줍줍,159,145,,
다짐,159,153,,
남편,159,103,,
에러스익셉티드,159,149,,
미라보,159,144,,
공기,158,143,,
체커보드,158,152,,
디피,158,129,,
오바,158,154,,
체중,158,145,,
별거,158,148,,
머슬핏,158,144,,
로랑,158,121,,
토앤토,158,142,,
boots,158,110,,
주황,158,136,,
법원,158,39,,
형성,157,138,,
스커트,157,120,,
클레어,157,135,,
사파리,157,128,,
초보,157,152,,
코르테즈,157,136,,
mtr,157,113,,
제출,157,38,,
쉐도우,157,134,,
herill,157,84,,
분야,156,121,,
오라리,156,135,,
투표자,156,149,,
초여름,156,147,,
뇌,156,148,,
용산,156,130,,
비행기,156,133,,
페로우즈,156,117,,
칼하트윕,156,123,,
노티카,156,141,,
le,155,125,,
정의,155,92,,
바디,155,126,,
풍경,155,134,,
무어,155,149,,
텔,155,127,,
한화,155,127,,
쿠키,155,130,,
보류,155,145,,
쌈,155,149,,
라면,155,127,,
삼포,155,116,,
학원,155,114,,
덤,155,147,,
코듀,155,142,,
도매,155,129,,
코모리,155,116,,
희망,154,139,,
유용,154,149,,
라인업,154,132,,
충격,154,139,,
마이크로,154,137,,
레디,154,138,,
rbu,154,119,,
리우아,154,153,,
한잔,154,149,,
esn,154,151,,
온스,154,121,,
pk,154,117,,
수능,154,121,,
공군,154,89,,
젠몬,154,138,,
투명,153,131,,
인템포무드,153,149,,
우아,153,115,,
통기,153,136,,
적극,153,139,,
뒤꿈치,153,129,,
카우보이,153,122,,
축제,153,112,,
트위스트,153,123,,
명칭,153,141,,
명동,153,123,,
반집,153,139,,
크로우,153,141,,
연예인,153,124,,
dark,153,115,,
상위,153,140,,
우측,153,137,,
본가,153,142,,
탄생,152,129,,
마하,152,143,,
아티스트,152,100,,
소품,152,133,,
곳곳,152,131,,
쇼핑백,152,138,,
캐나다,152,96,,
토니,152,136,,
세쿠시,152,141,,
레전드,152,137,,
구비,152,141,,
타이밍,152,147,,
하이넥,152,134,,
강력,151,142,,
푸퍼,151,125,,
철학,151,100,,
네이머클,151,120,,
패널,151,102,,
닷,151,140,,
플루,151,142,,
상자,151,122,,
신형,151,88,,
반면,151,130,,
부가세,151,130,,
어텐션,151,130,,
짜증,151,142,,
킵,151,130,,
아톤,151,150,,
스무스,151,129,,
m.blog.naver.com,151,149,,
id,151,148,,
스키즘인듀싱,151,142,,
헤링본,151,131,,
드윕,151,138,,
노블,150,144,,
할아버지,150,122,,
시그니쳐,150,134,,
환절기,150,147,,
팝,150,115,,
휴무,150,133,,
아이콘,150,135,,
능력,150,133,,
겹,150,145,,
스카이,150,127,,
덩,150,145,,
찝찝,150,137,,
사은품,150,121,,
캡쳐,150,133,,
컨테이너,150,141,,
꼼데가르,150,143,,
더스트,150,128,,
공감,149,131,,
포커,149,122,,
모임,149,127,,
중앙,149,121,,
neat,149,75,,
앞뒤,149,136,,
기재,149,119,,
피해,149,117,,
washed,149,119,,
랜덤,149,128,,
벙벙,149,138,,
판교,149,116,,
데코,149,114,,
제라,149,114,,
지점,148,123,,
스코틀랜드,148,125,,
트위드,148,122,,
러프사이드,148,129,,
구르카,148,134,,
멤버,148,126,,
출근길,148,139,,
옹,148,137,,
카드슬래쉬,148,148,,
원가,148,117,,
kream,148,127,,
취업,148,132,,
해밀턴,148,124,,
레벨,148,115,,
세이코,148,129,,
hm,148,138,,
밀도,147,128,,
로브,147,127,,
나이트,147,127,,
좌측,147,135,,
요구,147,103,,
분리,147,131,,
로프트,147,125,,
신더,147,123,,
확률,147,130,,
그레고리,147,122,,
세제,147,99,,
입금,147,106,,
따,147,140,,
호다닥,147,144,,
르마,147,144,,
히트텍,147,131,,
베이커,147,117,,
바이엘,147,131,,
japan,146,91,,
짜임,146,116,,
헐렁,146,134,,
아워,146,133,,
소유,146,132,,
포드,146,117,,
스마일,146,115,,
사정,146,144,,
뼈,146,127,,
메모,146,119,,
아이스,146,128,,
단어,145,124,,
애착,145,135,,
날렵,145,131,,
놀이,145,119,,
슬리브리스,145,119,,
연애,145,115,,
노이어,145,136,,
파우치,145,126,,
levis,145,116,,
recto,145,71,,
너비,145,110,,
앞머리,145,116,,
럭키,145,130,,
센티,145,137,,
고등학교,145,121,,
비데,145,97,,
블레스,145,128,,
락포트,145,128,,
브랜슨,145,128,,
men,144,120,,
주목,144,120,,
슬링,144,111,,
노트,144,109,,
포지션,144,135,,
노출,144,108,,
추첨,144,118,,
카브엠트,144,127,,
주인,144,127,,
버거,144,117,,
복숭아뼈,144,131,,
강제,144,126,,
스페로네,144,127,,
벡,144,111,,
스컬프,144,128,,
강조,143,131,,
homme,143,108,,
복잡,143,112,,
그라프,143,115,,
설정,143,120,,
프레피,143,121,,
자료,143,91,,
테이프,143,118,,
도톰,143,136,,
패린이,143,142,,
스테파노,143,137,,
type,143,110,,
리지드,143,121,,
코모,143,107,,
모토,142,112,,
결과물,142,131,,
비헤비어,142,118,,
spa,142,122,,
스웨트,142,115,,
q,142,99,,
한번,142,141,,
최대한,142,140,,
수수료,142,125,,
더바이닐,142,114,,
릴렉스드,142,118,,
셀카,142,131,,
응대,142,119,,
클리닝,142,100,,
와릿이즌,142,132,,
pro,142,130,,
탈수,142,108,,
카카오 웹툰,142,142,,
키링,142,138,,
모노노,142,138,,
alden,142,74,,
porter,141,107,,
계산,141,116,,
파트,141,127,,
멜로,141,129,,
숲,141,103,,
토가,141,129,,
피플,141,110,,
아이스크림,141,122,,
도산,141,117,,
커트,141,108,,
쌤,141,128,,
지저분,141,137,,
전부,141,141,,
리오파,141,115,,
하오,141,127,,
강릉,141,119,,
데스,141,116,,
행궁동,141,79,,
한국인,140,135,,
매직,140,93,,
에임레온도르,140,121,,
주기,140,130,,
바우프,140,135,,
즐,140,132,,
배달,140,115,,
여분,140,123,,
멸치,140,133,,
궁,140,126,,
화면,140,100,,
든든,140,129,,
패밀리,140,122,,
머니,140,78,,
반츠,140,123,,
파주,140,127,,
컨템포러리,139,115,,
타르트옵티컬,139,113,,
auralee,139,82,,
본사,139,116,,
lab,139,113,,
베르,139,128,,
베레모,139,129,,
넷,139,129,,
ssf,139,131,,
생존,139,132,,
커,139,125,,
케이크,139,107,,
테이퍼드핏,139,130,,
통풍,139,124,,
의복,138,117,,
성인,138,127,,
사업,138,77,,
블록,138,114,,
주장,138,87,,
성능,138,103,,
전기,138,88,,
tokyo,138,61,,
한,138,134,,
끝물,138,131,,
전투화,138,129,,
껀,138,126,,
질샌더,138,125,,
정착,138,124,,
터프,138,130,,
섬유,137,107,,
베를린,137,94,,
자신감,137,117,,
at,137,113,,
하이킹,137,114,,
포토,137,129,,
부대,137,70,,
울트라,137,115,,
콘서트,137,100,,
엄두,137,136,,
전자,137,91,,
메신저백,137,123,,
서치,137,133,,
앞면,137,120,,
tuck,137,101,,
절반,137,128,,
블프때,137,129,,
지오,137,112,,
리폼,137,112,,
밈,137,99,,
슬로,137,119,,
코스트,136,110,,
파크,136,104,,
지구,136,101,,
rdvz,136,126,,
핑계,136,127,,
기름,136,113,,
글로벌,135,102,,
표면,135,114,,
hatchingroom,135,81,,
빌,135,117,,
지리,135,131,,
휴대폰,135,113,,
margiela,135,97,,
청청,135,122,,
뒷주머니,135,119,,
디스커버리,135,120,,
지름,135,110,,
카카오페이,135,122,,
브루먼,134,114,,
연속,134,127,,
